10.1016/j.media.2023.102768	Unpaired mesh-to-image translation for 3D fluorescent microscopy images of neurons	Medical Image Anal.	While Generative Adversarial Networks (GANs) can now reliably produce realistic images in a multitude of imaging domains, they are ill-equipped to model thin, stochastic textures present in many large 3D fluorescent microscopy (FM) images acquired in biologica
10.1016/j.neunet.2018.10.017	Heterogeneity of synaptic input connectivity regulates spike-based neuronal avalanches	Neural Networks	Our mysterious brain is believed to operate near a non-equilibrium point and generate critical self-organized avalanches in neuronal activity. A central topic in neuroscience is to elucidate the underlying circuitry mechanisms of neuronal avalanches in the bra
10.1371/journal.pbio.3002861	Community-based reconstruction and simulation of a full-scale model of the rat hippocampus CA1 region	PLoS Biology	The CA1 region of the hippocampus is one of the most studied regions of the rodent brain, thought to play an important role in cognitive functions such as memory and spatial navigation. Despite a wealth of experimental data on its structure and function, it ha
10.1016/j.tins.2025.10.002	A tiny vertebrate reveals brain-scale network functions	Trends in Neurosciences	In a recent article, Légaré and colleagues demonstrate that key mammalian brain network organizational features, which have been extensively mapped in human functional connectivity studies, are conserved in the tiny vertebrate brain of the larval zebrafish. Us
10.1002/dneu.22780	Axon growth and synaptic function: a balancing act for axonal regeneration and neuronal circuit formation in CNS trauma and disease	Developmental Neurobiology	Axons in the adult mammalian central nervous system (CNS) fail to regenerate inside out due to intrinsic and extrinsic neuronal determinants. During CNS development, axon growth, synapse formation, and function are tightly regulated processes allowing immature
10.7554/elife.64630	A robust method for particulate detection of a genetic tag for 3D electron microscopy	eLife	Genetic tags allow rapid localization of tagged proteins in cells and tissues. APEX, an ascorbate peroxidase, has proven to be one of the most versatile and robust genetic tags for ultrastructural localization by electron microscopy (EM). Here, we describe a s
10.64898/2026.03.31.715753	Axonal ensembles repeatedly cluster and order synapses along dendrites in mouse cortex	bioRxiv	Neuronal ensembles—groups of neurons that exhibit coordinated activity during behavior—are a fundamental feature of cortical computation. Dendritic branches amplify clustered synaptic inputs through local nonlinearities, suggesting that presynaptic groups migh
10.3389/fnmol.2023.1125087	Advances in neurexin studies and the emerging role of neurexin-2 in autism spectrum disorder	Frontiers in Molecular Neuroscience	Over the past 3 decades, the prevalence of autism spectrum disorder (ASD) has increased globally from 20 to 28 million cases making ASD the fastest-growing developmental disability in the world. Neurexins are a family of presynaptic cell adhesion molecules tha
10.1016/j.jneumeth.2014.01.022	A Modular Hierarchical Approach to 3D Electron Microscopy Image Segmentation	Journal of Neuroscience Methods	The study of neural circuit reconstruction, i.e., connectomics, is a challenging problem in neuroscience. Automated and semi-automated electron microscopy (EM) image analysis can be tremendously helpful for connectomics research. In this paper, we propose a fu
10.1038/nprot.2017.017	Diverse protocols for correlative super-resolution fluorescence imaging and electron microscopy of chemically fixed samples	Nature Protocols	Our groups have recently developed related approaches for sample preparation for super-resolution imaging within endogenous cellular environments using correlative light and electron microscopy (CLEM). Four distinct techniques for preparing and acquiring super
10.1101/2020.07.27.223321	Dense reconstruction of elongated cell lineages: overcoming suboptimum lineage encoding and sparse cell sampling	bioRxiv	Acquiring both lineage and cell-type information during brain development could elucidate transcriptional programs underling neuronal diversification. This is now feasible with single-cell RNA-seq combined with CRISPR-based lineage tracing, which generates gen
10.1016/j.crmeth.2022.100225	A versatile viral toolkit for functional discovery in the nervous system	Cell Reports Methods	Summary The ability to precisely control transgene expression is essential for basic research and clinical applications. Adeno-associated viruses (AAVs) are non-pathogenic and can be used to drive stable expression in virtually any tissue, cell type, or specie
10.1242/jcs.189001	Seeing is believing – multi-scale spatio-temporal imaging towards in vivo cell biology	Journal of Cell Science	ABSTRACT Life is driven by a set of biological events that are naturally dynamic and tightly orchestrated from the single molecule to entire organisms. Although biochemistry and molecular biology have been essential in deciphering signaling at a cellular and o
10.1152/physrev.00016.2007	Dendritic excitability and synaptic plasticity.	Physiological Reviews	Most synaptic inputs are made onto the dendritic tree. Recent work has shown that dendrites play an active role in transforming synaptic input into neuronal output and in defining the relationships between active synapses. In this review, we discuss how these 
10.1038/s41592-024-02226-5	RoboEM: automated 3D flight tracing for synaptic-resolution connectomics	bioRxiv	Mapping neuronal networks from 3-dimensional electron microscopy data still poses substantial reconstruction challenges, in particular for thin axons. Currently available automated image segmentation methods, while substantially progressed, still require human
10.1038/s41586-022-04742-w	Hmx gene conservation identifies the origin of vertebrate cranial ganglia	Nature	The evolutionary origin of vertebrates included innovations in sensory processing associated with the acquisition of a predatory lifestyle1. Vertebrates perceive external stimuli through sensory systems serviced by cranial sensory ganglia, whose neurons arise 
10.1167/iovs.61.8.13	Atlas of Human Retinal Pigment Epithelium Organelles Significant for Clinical Imaging	Investigative Ophthalmology and Visual S	Purpose To quantify organelles impacting imaging in the cell body and intact apical processes of human retinal pigment epithelium (RPE), including melanosomes, lipofuscin–melanolipofuscin (LM), mitochondria, and nuclei. Methods A normal perifovea of a 21-year-
10.1038/s42003-024-06697-2	Species–specific circuitry of double cone photoreceptors in two avian retinas	Communications Biology	In most avian retinas, double cones (consisting of a principal and accessory member) outnumber other photoreceptor types and have been associated with various functions, such as encoding luminance, sensing polarized light, and magnetoreception. However, their 
10.1016/j.neuroscience.2005.11.061	Inhibition of glutamate uptake in the spinal cord induces hyperalgesia and increased responses of spinal dorsal horn neurons to peripheral afferent st	Neuroscience	Glutamate is a primary excitatory neurotransmitter in the mammalian CNS. Glutamate released from presynaptic neurons is cleared from the synaptic cleft passively by diffusion and actively by glutamate transporters. In this study, the role of glutamate transpor
